"Subject" "Activity" "means"
1 "Sitting" 0.274347260646063
1 "Sitting" -0.0177434918458972
1 "Sitting" -0.108925032737064
1 "Sitting" -0.607783818968688
1 "Sitting" -0.510191378479501
1 "Sitting" -0.61306429934125
1 "Sitting" 0.669226222373046
1 "Sitting" 0.00403879092060517
1 "Sitting" 0.0921508600211059
1 "Sitting" -0.965207115039421
1 "Sitting" -0.95440802665318
1 "Sitting" -0.938900969424022
1 "Sitting" 0.0789381220355816
1 "Sitting" 0.0079481069090025
1 "Sitting" -0.00467469823628666
1 "Sitting" -0.63978102073413
1 "Sitting" -0.607971599340832
1 "Sitting" -0.762820240449202
1 "Sitting" -0.0309824871713436
1 "Sitting" -0.0747194855994359
1 "Sitting" 0.088357304227173
1 "Sitting" -0.721192598029789
1 "Sitting" -0.682653506899942
1 "Sitting" -0.653665674372188
1 "Sitting" -0.0967092754729682
1 "Sitting" -0.0423181079782632
1 "Sitting" -0.0548303497968374
1 "Sitting" -0.731348533131935
1 "Sitting" -0.786062320321895
1 "Sitting" -0.739932395222129
1 "Sitting" -0.54822165976717
1 "Sitting" -0.591225327146546
1 "Sitting" -0.54822165976717
1 "Sitting" -0.591225327146546
1 "Sitting" -0.649417950650692
1 "Sitting" -0.627762945785391
1 "Sitting" -0.60524856977632
1 "Sitting" -0.662533062898382
1 "Sitting" -0.762137610987416
1 "Sitting" -0.77799317279698
1 "Sitting" -0.622761658493734
1 "Sitting" -0.53749328145871
1 "Sitting" -0.665033506271952
1 "Sitting" -0.603356276555826
1 "Sitting" -0.528420009576204
1 "Sitting" -0.617874813333395
1 "Sitting" -0.656713524546605
1 "Sitting" -0.628961179980356
1 "Sitting" -0.743608246170053
1 "Sitting" -0.654979816705833
1 "Sitting" -0.612243590244114
1 "Sitting" -0.780928428167213
1 "Sitting" -0.672094306818974
1 "Sitting" -0.70621663959074
1 "Sitting" -0.644192752866115
1 "Sitting" -0.738594816501343
1 "Sitting" -0.674226934551517
1 "Sitting" -0.690446312501126
1 "Sitting" -0.585962696268539
1 "Sitting" -0.659531216655476
1 "Sitting" -0.620789916331592
1 "Sitting" -0.640076803144351
1 "Sitting" -0.697411069729937
1 "Sitting" -0.699976372277643
1 "Sitting" -0.779767633083527
1 "Sitting" -0.792190209274884
1 "Standing" 0.274347260646063
1 "Standing" -0.0177434918458972
1 "Standing" -0.108925032737064
1 "Standing" -0.607783818968688
1 "Standing" -0.510191378479501
1 "Standing" -0.61306429934125
1 "Standing" 0.669226222373046
1 "Standing" 0.00403879092060517
1 "Standing" 0.0921508600211059
1 "Standing" -0.965207115039421
1 "Standing" -0.95440802665318
1 "Standing" -0.938900969424022
1 "Standing" 0.0789381220355816
1 "Standing" 0.0079481069090025
1 "Standing" -0.00467469823628666
1 "Standing" -0.63978102073413
1 "Standing" -0.607971599340832
1 "Standing" -0.762820240449202
1 "Standing" -0.0309824871713436
1 "Standing" -0.0747194855994359
1 "Standing" 0.088357304227173
1 "Standing" -0.721192598029789
1 "Standing" -0.682653506899942
1 "Standing" -0.653665674372188
1 "Standing" -0.0967092754729682
1 "Standing" -0.0423181079782632
1 "Standing" -0.0548303497968374
1 "Standing" -0.731348533131935
1 "Standing" -0.786062320321895
1 "Standing" -0.739932395222129
1 "Standing" -0.54822165976717
1 "Standing" -0.591225327146546
1 "Standing" -0.54822165976717
1 "Standing" -0.591225327146546
1 "Standing" -0.649417950650692
1 "Standing" -0.627762945785391
1 "Standing" -0.60524856977632
1 "Standing" -0.662533062898382
1 "Standing" -0.762137610987416
1 "Standing" -0.77799317279698
1 "Standing" -0.622761658493734
1 "Standing" -0.53749328145871
1 "Standing" -0.665033506271952
1 "Standing" -0.603356276555826
1 "Standing" -0.528420009576204
1 "Standing" -0.617874813333395
1 "Standing" -0.656713524546605
1 "Standing" -0.628961179980356
1 "Standing" -0.743608246170053
1 "Standing" -0.654979816705833
1 "Standing" -0.612243590244114
1 "Standing" -0.780928428167213
1 "Standing" -0.672094306818974
1 "Standing" -0.70621663959074
1 "Standing" -0.644192752866115
1 "Standing" -0.738594816501343
1 "Standing" -0.674226934551517
1 "Standing" -0.690446312501126
1 "Standing" -0.585962696268539
1 "Standing" -0.659531216655476
1 "Standing" -0.620789916331592
1 "Standing" -0.640076803144351
1 "Standing" -0.697411069729937
1 "Standing" -0.699976372277643
1 "Standing" -0.779767633083527
1 "Standing" -0.792190209274884
1 "Walking" 0.274347260646063
1 "Walking" -0.0177434918458972
1 "Walking" -0.108925032737064
1 "Walking" -0.607783818968688
1 "Walking" -0.510191378479501
1 "Walking" -0.61306429934125
1 "Walking" 0.669226222373046
1 "Walking" 0.00403879092060517
1 "Walking" 0.0921508600211059
1 "Walking" -0.965207115039421
1 "Walking" -0.95440802665318
1 "Walking" -0.938900969424022
1 "Walking" 0.0789381220355816
1 "Walking" 0.0079481069090025
1 "Walking" -0.00467469823628666
1 "Walking" -0.63978102073413
1 "Walking" -0.607971599340832
1 "Walking" -0.762820240449202
1 "Walking" -0.0309824871713436
1 "Walking" -0.0747194855994359
1 "Walking" 0.088357304227173
1 "Walking" -0.721192598029789
1 "Walking" -0.682653506899942
1 "Walking" -0.653665674372188
1 "Walking" -0.0967092754729682
1 "Walking" -0.0423181079782632
1 "Walking" -0.0548303497968374
1 "Walking" -0.731348533131935
1 "Walking" -0.786062320321895
1 "Walking" -0.739932395222129
1 "Walking" -0.54822165976717
1 "Walking" -0.591225327146546
1 "Walking" -0.54822165976717
1 "Walking" -0.591225327146546
1 "Walking" -0.649417950650692
1 "Walking" -0.627762945785391
1 "Walking" -0.60524856977632
1 "Walking" -0.662533062898382
1 "Walking" -0.762137610987416
1 "Walking" -0.77799317279698
1 "Walking" -0.622761658493734
1 "Walking" -0.53749328145871
1 "Walking" -0.665033506271952
1 "Walking" -0.603356276555826
1 "Walking" -0.528420009576204
1 "Walking" -0.617874813333395
1 "Walking" -0.656713524546605
1 "Walking" -0.628961179980356
1 "Walking" -0.743608246170053
1 "Walking" -0.654979816705833
1 "Walking" -0.612243590244114
1 "Walking" -0.780928428167213
1 "Walking" -0.672094306818974
1 "Walking" -0.70621663959074
1 "Walking" -0.644192752866115
1 "Walking" -0.738594816501343
1 "Walking" -0.674226934551517
1 "Walking" -0.690446312501126
1 "Walking" -0.585962696268539
1 "Walking" -0.659531216655476
1 "Walking" -0.620789916331592
1 "Walking" -0.640076803144351
1 "Walking" -0.697411069729937
1 "Walking" -0.699976372277643
1 "Walking" -0.779767633083527
1 "Walking" -0.792190209274884
1 "Walking Downstairs" 0.274347260646063
1 "Walking Downstairs" -0.0177434918458972
1 "Walking Downstairs" -0.108925032737064
1 "Walking Downstairs" -0.607783818968688
1 "Walking Downstairs" -0.510191378479501
1 "Walking Downstairs" -0.61306429934125
1 "Walking Downstairs" 0.669226222373046
1 "Walking Downstairs" 0.00403879092060517
1 "Walking Downstairs" 0.0921508600211059
1 "Walking Downstairs" -0.965207115039421
1 "Walking Downstairs" -0.95440802665318
1 "Walking Downstairs" -0.938900969424022
1 "Walking Downstairs" 0.0789381220355816
1 "Walking Downstairs" 0.0079481069090025
1 "Walking Downstairs" -0.00467469823628666
1 "Walking Downstairs" -0.63978102073413
1 "Walking Downstairs" -0.607971599340832
1 "Walking Downstairs" -0.762820240449202
1 "Walking Downstairs" -0.0309824871713436
1 "Walking Downstairs" -0.0747194855994359
1 "Walking Downstairs" 0.088357304227173
1 "Walking Downstairs" -0.721192598029789
1 "Walking Downstairs" -0.682653506899942
1 "Walking Downstairs" -0.653665674372188
1 "Walking Downstairs" -0.0967092754729682
1 "Walking Downstairs" -0.0423181079782632
1 "Walking Downstairs" -0.0548303497968374
1 "Walking Downstairs" -0.731348533131935
1 "Walking Downstairs" -0.786062320321895
1 "Walking Downstairs" -0.739932395222129
1 "Walking Downstairs" -0.54822165976717
1 "Walking Downstairs" -0.591225327146546
1 "Walking Downstairs" -0.54822165976717
1 "Walking Downstairs" -0.591225327146546
1 "Walking Downstairs" -0.649417950650692
1 "Walking Downstairs" -0.627762945785391
1 "Walking Downstairs" -0.60524856977632
1 "Walking Downstairs" -0.662533062898382
1 "Walking Downstairs" -0.762137610987416
1 "Walking Downstairs" -0.77799317279698
1 "Walking Downstairs" -0.622761658493734
1 "Walking Downstairs" -0.53749328145871
1 "Walking Downstairs" -0.665033506271952
1 "Walking Downstairs" -0.603356276555826
1 "Walking Downstairs" -0.528420009576204
1 "Walking Downstairs" -0.617874813333395
1 "Walking Downstairs" -0.656713524546605
1 "Walking Downstairs" -0.628961179980356
1 "Walking Downstairs" -0.743608246170053
1 "Walking Downstairs" -0.654979816705833
1 "Walking Downstairs" -0.612243590244114
1 "Walking Downstairs" -0.780928428167213
1 "Walking Downstairs" -0.672094306818974
1 "Walking Downstairs" -0.70621663959074
1 "Walking Downstairs" -0.644192752866115
1 "Walking Downstairs" -0.738594816501343
1 "Walking Downstairs" -0.674226934551517
1 "Walking Downstairs" -0.690446312501126
1 "Walking Downstairs" -0.585962696268539
1 "Walking Downstairs" -0.659531216655476
1 "Walking Downstairs" -0.620789916331592
1 "Walking Downstairs" -0.640076803144351
1 "Walking Downstairs" -0.697411069729937
1 "Walking Downstairs" -0.699976372277643
1 "Walking Downstairs" -0.779767633083527
1 "Walking Downstairs" -0.792190209274884
1 "Walking Upstairs" 0.274347260646063
1 "Walking Upstairs" -0.0177434918458972
1 "Walking Upstairs" -0.108925032737064
1 "Walking Upstairs" -0.607783818968688
1 "Walking Upstairs" -0.510191378479501
1 "Walking Upstairs" -0.61306429934125
1 "Walking Upstairs" 0.669226222373046
1 "Walking Upstairs" 0.00403879092060517
1 "Walking Upstairs" 0.0921508600211059
1 "Walking Upstairs" -0.965207115039421
1 "Walking Upstairs" -0.95440802665318
1 "Walking Upstairs" -0.938900969424022
1 "Walking Upstairs" 0.0789381220355816
1 "Walking Upstairs" 0.0079481069090025
1 "Walking Upstairs" -0.00467469823628666
1 "Walking Upstairs" -0.63978102073413
1 "Walking Upstairs" -0.607971599340832
1 "Walking Upstairs" -0.762820240449202
1 "Walking Upstairs" -0.0309824871713436
1 "Walking Upstairs" -0.0747194855994359
1 "Walking Upstairs" 0.088357304227173
1 "Walking Upstairs" -0.721192598029789
1 "Walking Upstairs" -0.682653506899942
1 "Walking Upstairs" -0.653665674372188
1 "Walking Upstairs" -0.0967092754729682
1 "Walking Upstairs" -0.0423181079782632
1 "Walking Upstairs" -0.0548303497968374
1 "Walking Upstairs" -0.731348533131935
1 "Walking Upstairs" -0.786062320321895
1 "Walking Upstairs" -0.739932395222129
1 "Walking Upstairs" -0.54822165976717
1 "Walking Upstairs" -0.591225327146546
1 "Walking Upstairs" -0.54822165976717
1 "Walking Upstairs" -0.591225327146546
1 "Walking Upstairs" -0.649417950650692
1 "Walking Upstairs" -0.627762945785391
1 "Walking Upstairs" -0.60524856977632
1 "Walking Upstairs" -0.662533062898382
1 "Walking Upstairs" -0.762137610987416
1 "Walking Upstairs" -0.77799317279698
1 "Walking Upstairs" -0.622761658493734
1 "Walking Upstairs" -0.53749328145871
1 "Walking Upstairs" -0.665033506271952
1 "Walking Upstairs" -0.603356276555826
1 "Walking Upstairs" -0.528420009576204
1 "Walking Upstairs" -0.617874813333395
1 "Walking Upstairs" -0.656713524546605
1 "Walking Upstairs" -0.628961179980356
1 "Walking Upstairs" -0.743608246170053
1 "Walking Upstairs" -0.654979816705833
1 "Walking Upstairs" -0.612243590244114
1 "Walking Upstairs" -0.780928428167213
1 "Walking Upstairs" -0.672094306818974
1 "Walking Upstairs" -0.70621663959074
1 "Walking Upstairs" -0.644192752866115
1 "Walking Upstairs" -0.738594816501343
1 "Walking Upstairs" -0.674226934551517
1 "Walking Upstairs" -0.690446312501126
1 "Walking Upstairs" -0.585962696268539
1 "Walking Upstairs" -0.659531216655476
1 "Walking Upstairs" -0.620789916331592
1 "Walking Upstairs" -0.640076803144351
1 "Walking Upstairs" -0.697411069729937
1 "Walking Upstairs" -0.699976372277643
1 "Walking Upstairs" -0.779767633083527
1 "Walking Upstairs" -0.792190209274884
2 "Laying" 0.274347260646063
2 "Laying" -0.0177434918458972
2 "Laying" -0.108925032737064
2 "Laying" -0.607783818968688
2 "Laying" -0.510191378479501
2 "Laying" -0.61306429934125
2 "Laying" 0.669226222373046
2 "Laying" 0.00403879092060517
2 "Laying" 0.0921508600211059
2 "Laying" -0.965207115039421
2 "Laying" -0.95440802665318
2 "Laying" -0.938900969424022
2 "Laying" 0.0789381220355816
2 "Laying" 0.0079481069090025
2 "Laying" -0.00467469823628666
2 "Laying" -0.63978102073413
2 "Laying" -0.607971599340832
2 "Laying" -0.762820240449202
2 "Laying" -0.0309824871713436
2 "Laying" -0.0747194855994359
2 "Laying" 0.088357304227173
2 "Laying" -0.721192598029789
2 "Laying" -0.682653506899942
2 "Laying" -0.653665674372188
2 "Laying" -0.0967092754729682
2 "Laying" -0.0423181079782632
2 "Laying" -0.0548303497968374
2 "Laying" -0.731348533131935
2 "Laying" -0.786062320321895
2 "Laying" -0.739932395222129
2 "Laying" -0.54822165976717
2 "Laying" -0.591225327146546
2 "Laying" -0.54822165976717
2 "Laying" -0.591225327146546
2 "Laying" -0.649417950650692
2 "Laying" -0.627762945785391
2 "Laying" -0.60524856977632
2 "Laying" -0.662533062898382
2 "Laying" -0.762137610987416
2 "Laying" -0.77799317279698
2 "Laying" -0.622761658493734
2 "Laying" -0.53749328145871
2 "Laying" -0.665033506271952
2 "Laying" -0.603356276555826
2 "Laying" -0.528420009576204
2 "Laying" -0.617874813333395
2 "Laying" -0.656713524546605
2 "Laying" -0.628961179980356
2 "Laying" -0.743608246170053
2 "Laying" -0.654979816705833
2 "Laying" -0.612243590244114
2 "Laying" -0.780928428167213
2 "Laying" -0.672094306818974
2 "Laying" -0.70621663959074
2 "Laying" -0.644192752866115
2 "Laying" -0.738594816501343
2 "Laying" -0.674226934551517
2 "Laying" -0.690446312501126
2 "Laying" -0.585962696268539
2 "Laying" -0.659531216655476
2 "Laying" -0.620789916331592
2 "Laying" -0.640076803144351
2 "Laying" -0.697411069729937
2 "Laying" -0.699976372277643
2 "Laying" -0.779767633083527
2 "Laying" -0.792190209274884
2 "Sitting" 0.274347260646063
2 "Sitting" -0.0177434918458972
2 "Sitting" -0.108925032737064
2 "Sitting" -0.607783818968688
2 "Sitting" -0.510191378479501
2 "Sitting" -0.61306429934125
2 "Sitting" 0.669226222373046
2 "Sitting" 0.00403879092060517
2 "Sitting" 0.0921508600211059
2 "Sitting" -0.965207115039421
2 "Sitting" -0.95440802665318
2 "Sitting" -0.938900969424022
2 "Sitting" 0.0789381220355816
2 "Sitting" 0.0079481069090025
2 "Sitting" -0.00467469823628666
2 "Sitting" -0.63978102073413
2 "Sitting" -0.607971599340832
2 "Sitting" -0.762820240449202
2 "Sitting" -0.0309824871713436
2 "Sitting" -0.0747194855994359
2 "Sitting" 0.088357304227173
2 "Sitting" -0.721192598029789
2 "Sitting" -0.682653506899942
2 "Sitting" -0.653665674372188
2 "Sitting" -0.0967092754729682
2 "Sitting" -0.0423181079782632
2 "Sitting" -0.0548303497968374
2 "Sitting" -0.731348533131935
2 "Sitting" -0.786062320321895
2 "Sitting" -0.739932395222129
2 "Sitting" -0.54822165976717
2 "Sitting" -0.591225327146546
2 "Sitting" -0.54822165976717
2 "Sitting" -0.591225327146546
2 "Sitting" -0.649417950650692
2 "Sitting" -0.627762945785391
2 "Sitting" -0.60524856977632
2 "Sitting" -0.662533062898382
2 "Sitting" -0.762137610987416
2 "Sitting" -0.77799317279698
2 "Sitting" -0.622761658493734
2 "Sitting" -0.53749328145871
2 "Sitting" -0.665033506271952
2 "Sitting" -0.603356276555826
2 "Sitting" -0.528420009576204
2 "Sitting" -0.617874813333395
2 "Sitting" -0.656713524546605
2 "Sitting" -0.628961179980356
2 "Sitting" -0.743608246170053
2 "Sitting" -0.654979816705833
2 "Sitting" -0.612243590244114
2 "Sitting" -0.780928428167213
2 "Sitting" -0.672094306818974
2 "Sitting" -0.70621663959074
2 "Sitting" -0.644192752866115
2 "Sitting" -0.738594816501343
2 "Sitting" -0.674226934551517
2 "Sitting" -0.690446312501126
2 "Sitting" -0.585962696268539
2 "Sitting" -0.659531216655476
2 "Sitting" -0.620789916331592
2 "Sitting" -0.640076803144351
2 "Sitting" -0.697411069729937
2 "Sitting" -0.699976372277643
2 "Sitting" -0.779767633083527
2 "Sitting" -0.792190209274884
2 "Standing" 0.274347260646063
2 "Standing" -0.0177434918458972
2 "Standing" -0.108925032737064
2 "Standing" -0.607783818968688
2 "Standing" -0.510191378479501
2 "Standing" -0.61306429934125
2 "Standing" 0.669226222373046
2 "Standing" 0.00403879092060517
2 "Standing" 0.0921508600211059
2 "Standing" -0.965207115039421
2 "Standing" -0.95440802665318
2 "Standing" -0.938900969424022
2 "Standing" 0.0789381220355816
2 "Standing" 0.0079481069090025
2 "Standing" -0.00467469823628666
2 "Standing" -0.63978102073413
2 "Standing" -0.607971599340832
2 "Standing" -0.762820240449202
2 "Standing" -0.0309824871713436
2 "Standing" -0.0747194855994359
2 "Standing" 0.088357304227173
2 "Standing" -0.721192598029789
2 "Standing" -0.682653506899942
2 "Standing" -0.653665674372188
2 "Standing" -0.0967092754729682
2 "Standing" -0.0423181079782632
2 "Standing" -0.0548303497968374
2 "Standing" -0.731348533131935
2 "Standing" -0.786062320321895
2 "Standing" -0.739932395222129
2 "Standing" -0.54822165976717
2 "Standing" -0.591225327146546
2 "Standing" -0.54822165976717
2 "Standing" -0.591225327146546
2 "Standing" -0.649417950650692
2 "Standing" -0.627762945785391
2 "Standing" -0.60524856977632
2 "Standing" -0.662533062898382
2 "Standing" -0.762137610987416
2 "Standing" -0.77799317279698
2 "Standing" -0.622761658493734
2 "Standing" -0.53749328145871
2 "Standing" -0.665033506271952
2 "Standing" -0.603356276555826
2 "Standing" -0.528420009576204
2 "Standing" -0.617874813333395
2 "Standing" -0.656713524546605
2 "Standing" -0.628961179980356
2 "Standing" -0.743608246170053
2 "Standing" -0.654979816705833
2 "Standing" -0.612243590244114
2 "Standing" -0.780928428167213
2 "Standing" -0.672094306818974
2 "Standing" -0.70621663959074
2 "Standing" -0.644192752866115
2 "Standing" -0.738594816501343
2 "Standing" -0.674226934551517
2 "Standing" -0.690446312501126
2 "Standing" -0.585962696268539
2 "Standing" -0.659531216655476
2 "Standing" -0.620789916331592
2 "Standing" -0.640076803144351
2 "Standing" -0.697411069729937
2 "Standing" -0.699976372277643
2 "Standing" -0.779767633083527
2 "Standing" -0.792190209274884
2 "Walking" 0.274347260646063
2 "Walking" -0.0177434918458972
2 "Walking" -0.108925032737064
2 "Walking" -0.607783818968688
2 "Walking" -0.510191378479501
2 "Walking" -0.61306429934125
2 "Walking" 0.669226222373046
2 "Walking" 0.00403879092060517
2 "Walking" 0.0921508600211059
2 "Walking" -0.965207115039421
2 "Walking" -0.95440802665318
2 "Walking" -0.938900969424022
2 "Walking" 0.0789381220355816
2 "Walking" 0.0079481069090025
2 "Walking" -0.00467469823628666
2 "Walking" -0.63978102073413
2 "Walking" -0.607971599340832
2 "Walking" -0.762820240449202
2 "Walking" -0.0309824871713436
2 "Walking" -0.0747194855994359
2 "Walking" 0.088357304227173
2 "Walking" -0.721192598029789
2 "Walking" -0.682653506899942
2 "Walking" -0.653665674372188
2 "Walking" -0.0967092754729682
2 "Walking" -0.0423181079782632
2 "Walking" -0.0548303497968374
2 "Walking" -0.731348533131935
2 "Walking" -0.786062320321895
2 "Walking" -0.739932395222129
2 "Walking" -0.54822165976717
2 "Walking" -0.591225327146546
2 "Walking" -0.54822165976717
2 "Walking" -0.591225327146546
2 "Walking" -0.649417950650692
2 "Walking" -0.627762945785391
2 "Walking" -0.60524856977632
2 "Walking" -0.662533062898382
2 "Walking" -0.762137610987416
2 "Walking" -0.77799317279698
2 "Walking" -0.622761658493734
2 "Walking" -0.53749328145871
2 "Walking" -0.665033506271952
2 "Walking" -0.603356276555826
2 "Walking" -0.528420009576204
2 "Walking" -0.617874813333395
2 "Walking" -0.656713524546605
2 "Walking" -0.628961179980356
2 "Walking" -0.743608246170053
2 "Walking" -0.654979816705833
2 "Walking" -0.612243590244114
2 "Walking" -0.780928428167213
2 "Walking" -0.672094306818974
2 "Walking" -0.70621663959074
2 "Walking" -0.644192752866115
2 "Walking" -0.738594816501343
2 "Walking" -0.674226934551517
2 "Walking" -0.690446312501126
2 "Walking" -0.585962696268539
2 "Walking" -0.659531216655476
2 "Walking" -0.620789916331592
2 "Walking" -0.640076803144351
2 "Walking" -0.697411069729937
2 "Walking" -0.699976372277643
2 "Walking" -0.779767633083527
2 "Walking" -0.792190209274884
2 "Walking Downstairs" 0.274347260646063
2 "Walking Downstairs" -0.0177434918458972
2 "Walking Downstairs" -0.108925032737064
2 "Walking Downstairs" -0.607783818968688
2 "Walking Downstairs" -0.510191378479501
2 "Walking Downstairs" -0.61306429934125
2 "Walking Downstairs" 0.669226222373046
2 "Walking Downstairs" 0.00403879092060517
2 "Walking Downstairs" 0.0921508600211059
2 "Walking Downstairs" -0.965207115039421
2 "Walking Downstairs" -0.95440802665318
2 "Walking Downstairs" -0.938900969424022
2 "Walking Downstairs" 0.0789381220355816
2 "Walking Downstairs" 0.0079481069090025
2 "Walking Downstairs" -0.00467469823628666
2 "Walking Downstairs" -0.63978102073413
2 "Walking Downstairs" -0.607971599340832
2 "Walking Downstairs" -0.762820240449202
2 "Walking Downstairs" -0.0309824871713436
2 "Walking Downstairs" -0.0747194855994359
2 "Walking Downstairs" 0.088357304227173
2 "Walking Downstairs" -0.721192598029789
2 "Walking Downstairs" -0.682653506899942
2 "Walking Downstairs" -0.653665674372188
2 "Walking Downstairs" -0.0967092754729682
2 "Walking Downstairs" -0.0423181079782632
2 "Walking Downstairs" -0.0548303497968374
2 "Walking Downstairs" -0.731348533131935
2 "Walking Downstairs" -0.786062320321895
2 "Walking Downstairs" -0.739932395222129
2 "Walking Downstairs" -0.54822165976717
2 "Walking Downstairs" -0.591225327146546
2 "Walking Downstairs" -0.54822165976717
2 "Walking Downstairs" -0.591225327146546
2 "Walking Downstairs" -0.649417950650692
2 "Walking Downstairs" -0.627762945785391
2 "Walking Downstairs" -0.60524856977632
2 "Walking Downstairs" -0.662533062898382
2 "Walking Downstairs" -0.762137610987416
2 "Walking Downstairs" -0.77799317279698
2 "Walking Downstairs" -0.622761658493734
2 "Walking Downstairs" -0.53749328145871
2 "Walking Downstairs" -0.665033506271952
2 "Walking Downstairs" -0.603356276555826
2 "Walking Downstairs" -0.528420009576204
2 "Walking Downstairs" -0.617874813333395
2 "Walking Downstairs" -0.656713524546605
2 "Walking Downstairs" -0.628961179980356
2 "Walking Downstairs" -0.743608246170053
2 "Walking Downstairs" -0.654979816705833
2 "Walking Downstairs" -0.612243590244114
2 "Walking Downstairs" -0.780928428167213
2 "Walking Downstairs" -0.672094306818974
2 "Walking Downstairs" -0.70621663959074
2 "Walking Downstairs" -0.644192752866115
2 "Walking Downstairs" -0.738594816501343
2 "Walking Downstairs" -0.674226934551517
2 "Walking Downstairs" -0.690446312501126
2 "Walking Downstairs" -0.585962696268539
2 "Walking Downstairs" -0.659531216655476
2 "Walking Downstairs" -0.620789916331592
2 "Walking Downstairs" -0.640076803144351
2 "Walking Downstairs" -0.697411069729937
2 "Walking Downstairs" -0.699976372277643
2 "Walking Downstairs" -0.779767633083527
2 "Walking Downstairs" -0.792190209274884
2 "Walking Upstairs" 0.274347260646063
2 "Walking Upstairs" -0.0177434918458972
2 "Walking Upstairs" -0.108925032737064
2 "Walking Upstairs" -0.607783818968688
2 "Walking Upstairs" -0.510191378479501
2 "Walking Upstairs" -0.61306429934125
2 "Walking Upstairs" 0.669226222373046
2 "Walking Upstairs" 0.00403879092060517
2 "Walking Upstairs" 0.0921508600211059
2 "Walking Upstairs" -0.965207115039421
2 "Walking Upstairs" -0.95440802665318
2 "Walking Upstairs" -0.938900969424022
2 "Walking Upstairs" 0.0789381220355816
2 "Walking Upstairs" 0.0079481069090025
2 "Walking Upstairs" -0.00467469823628666
2 "Walking Upstairs" -0.63978102073413
2 "Walking Upstairs" -0.607971599340832
2 "Walking Upstairs" -0.762820240449202
2 "Walking Upstairs" -0.0309824871713436
2 "Walking Upstairs" -0.0747194855994359
2 "Walking Upstairs" 0.088357304227173
2 "Walking Upstairs" -0.721192598029789
2 "Walking Upstairs" -0.682653506899942
2 "Walking Upstairs" -0.653665674372188
2 "Walking Upstairs" -0.0967092754729682
2 "Walking Upstairs" -0.0423181079782632
2 "Walking Upstairs" -0.0548303497968374
2 "Walking Upstairs" -0.731348533131935
2 "Walking Upstairs" -0.786062320321895
2 "Walking Upstairs" -0.739932395222129
2 "Walking Upstairs" -0.54822165976717
2 "Walking Upstairs" -0.591225327146546
2 "Walking Upstairs" -0.54822165976717
2 "Walking Upstairs" -0.591225327146546
2 "Walking Upstairs" -0.649417950650692
2 "Walking Upstairs" -0.627762945785391
2 "Walking Upstairs" -0.60524856977632
2 "Walking Upstairs" -0.662533062898382
2 "Walking Upstairs" -0.762137610987416
2 "Walking Upstairs" -0.77799317279698
2 "Walking Upstairs" -0.622761658493734
2 "Walking Upstairs" -0.53749328145871
2 "Walking Upstairs" -0.665033506271952
2 "Walking Upstairs" -0.603356276555826
2 "Walking Upstairs" -0.528420009576204
2 "Walking Upstairs" -0.617874813333395
2 "Walking Upstairs" -0.656713524546605
2 "Walking Upstairs" -0.628961179980356
2 "Walking Upstairs" -0.743608246170053
2 "Walking Upstairs" -0.654979816705833
2 "Walking Upstairs" -0.612243590244114
2 "Walking Upstairs" -0.780928428167213
